Local time in East Boston (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,
21.02.2021 22:00,28.0,772.9,773.5,-0.2,43,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,16.0,8.0,,,,,,,
21.02.2021 19:00,30.0,773.1,773.5,0.5,43,Wind blowing from the north,2,,,no clouds, ,,,19.0,33.0,,,,,,16.0,10.0,,,,,,,
21.02.2021 16:00,32.0,772.6,773.1,0.3,38,Wind blowing from the west-northwest,3,,,20–30%., ,,,,,,,1000-1500,,,16.0,9.0,,,,,,,
21.02.2021 13:00,31.0,772.3,772.7,0.0,40,Wind blowing from the north,2,,,20–30%., ,,,20.0,31.0,,,1000-1500,,,16.0,9.0,,,,,,,
21.02.2021 10:00,26.0,772.3,772.7,1.8,53,Wind blowing from the north-northwest,7,9,,20–30%., ,,,,,,,1000-1500,,,16.0,11.0,,,,,,,
21.02.2021 07:00,20.0,770.5,771.0,2.0,65,Wind blowing from the west-northwest,6,,,20–30%., ,,,19.0,31.0,,,1000-1500,,,16.0,10.0,,,,,,,
21.02.2021 04:00,21.0,768.5,769.0,1.7,65,Wind blowing from the north-west,5,,,no clouds, ,,,,,,,,,,16.0,11.0,,,,,,,
21.02.2021 01:00,22.0,766.8,767.3,1.6,60,Wind blowing from the north-west,7,10,,20–30%., ,,,22.0,28.0,,,2000-2500,,,16.0,10.0,,,,,,,
20.02.2021 22:00,25.0,765.2,765.7,2.0,53,Wind blowing from the north-west,7,11,,50%, ,,,,,,,1500-2000,,,16.0,10.0,,,,,,,
20.02.2021 19:00,28.0,763.2,763.8,2.0,51,Wind blowing from the north-northwest,5,,,70 – 80%., ,,,25.0,31.0,,,1500-2000,,,16.0,12.0,Trace of precipitation,6,,,,,
20.02.2021 16:00,31.0,761.2,761.7,0.3,49,Wind blowing from the north-west,4,9,,100%, ,,,,,,,1500-2000,,,16.0,14.0,Trace of precipitation,3,,,,,
20.02.2021 13:00,28.0,760.9,761.3,0.3,75,Wind blowing from the north-west,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,26.0,30.0,,,600-1000,,,6.0,21.0,Trace of precipitation,6,,,,,
20.02.2021 10:00,29.0,760.6,761.1,-0.3,75,Wind blowing from the north-west,5,,,70 – 80%., ,,,,,,,600-1000,,,14.0,22.0,Trace of precipitation,3,,,,,
20.02.2021 07:00,26.0,760.9,761.5,0.0,78,Wind blowing from the west-northwest,2,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,25.0,,,,300-600,,,14.0,20.0,Trace of precipitation,6,,,,,
20.02.2021 04:00,25.0,760.9,761.3,0.0,88,Wind blowing from the north-northwest,5,,,100%, ,,,,,,,300-600,,,16.0,22.0,Trace of precipitation,3,,,,,
20.02.2021 01:00,26.0,760.9,761.5,-1.3,88,Wind blowing from the north-northwest,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,25.0,30.0,,,300-600,,,4.8,23.0,2.0,6,,,,,
19.02.2021 22:00,26.0,762.2,762.6,-0.5,92,Wind blowing from the north,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,300-600,,,2.0,24.0,2.0,3,,,,,
19.02.2021 19:00,27.0,762.7,763.2,-0.5,92,Wind blowing from the north,6,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,25.0,30.0,,,200-300,,,1.2,25.0,5.0,6,,,,,
19.02.2021 16:00,29.0,763.2,763.8,-2.0,92,Wind blowing from the north,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,100-200,,,1.6,27.0,3.0,3,,,,,
19.02.2021 13:00,28.0,765.2,765.7,-1.6,92,Wind blowing from the north,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,26.0,30.0,,,200-300,,,2.0,26.0,3.0,6,,,,,
19.02.2021 10:00,27.0,766.8,767.2,-1.2,96,Wind blowing from the north,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,2.4,26.0,1.0,3,,,,,
19.02.2021 07:00,26.0,768.0,768.6,-0.5,88,Wind blowing from the north,3,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,25.0,31.0,,,300-600,,,9.0,23.0,0.8,6,,,,,
19.02.2021 04:00,25.0,768.5,769.0,-0.8,92,Wind blowing from the north,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,300-600,,,3.2,23.0,0.5,3,,,,,
19.02.2021 01:00,30.0,769.3,769.8,-0.8,72,Wind blowing from the north-east,7,,,100%, ,,,24.0,30.0,,,600-1000,,,16.0,22.0,0.3,6,,,,,
18.02.2021 22:00,28.0,770.1,770.5,-1.0,85,Wind blowing from the north-northeast,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,6.0,24.0,0.3,3,,,,,
18.02.2021 19:00,28.0,771.1,771.5,-0.2,92,Wind blowing from the north-northeast,7,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,24.0,31.0,,,200-300,,,2.0,26.0,2.0,6,,,,,
18.02.2021 16:00,31.0,771.3,771.9,-1.0,76,Wind blowing from the north-east,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,300-600,,,16.0,24.0,Trace of precipitation,3,,,,,
18.02.2021 13:00,29.0,772.3,772.8,-1.5,58,Wind blowing from the north-northeast,3,,,100%, ,,,24.0,29.0,,,1000-1500,,,16.0,16.0,,,,,,,
18.02.2021 10:00,26.0,773.8,774.4,-0.6,48,"Calm, no wind",0,,,100%, ,,,,,,,2000-2500,,,16.0,9.0,,,,,,,
18.02.2021 07:00,24.0,774.4,774.9,0.6,42,Wind blowing from the north-northwest,4,,,100%, ,,,24.0,32.0,,,2000-2500,,,16.0,4.0,,,,,,,
18.02.2021 04:00,25.0,773.8,774.4,0.2,40,Wind blowing from the north,4,,,100%, ,,,,,,,2000-2500,,,16.0,4.0,,,,,,,
18.02.2021 01:00,25.0,773.6,774.2,-0.2,40,Wind blowing from the north-northwest,4,,,100%, ,,,23.0,29.0,,,"2500 or more, or no clouds.",,,16.0,4.0,,,,,,,
17.02.2021 22:00,26.0,773.8,774.3,1.7,40,Wind blowing from the north-west,4,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,5.0,,,,,,,
17.02.2021 19:00,28.0,772.1,772.5,1.8,39,Wind blowing from the north,3,,,50%, ,,,23.0,30.0,,,"2500 or more, or no clouds.",,,16.0,6.0,,,,,,,
17.02.2021 16:00,30.0,770.3,770.7,1.8,34,Wind blowing from the north-west,4,,,100%, ,,,,,,,600-1000,,,16.0,5.0,,,,,,,
17.02.2021 13:00,28.0,768.5,769.0,0.5,37,Wind blowing from the north-west,7,11,,50%, ,,,23.0,29.0,,,"2500 or more, or no clouds.",,,16.0,5.0,,,,,,,
17.02.2021 10:00,26.0,768.0,768.6,2.3,40,Wind blowing from the west-northwest,6,11,,20–30%., ,,,,,,,1500-2000,,,16.0,5.0,,,,,,,
17.02.2021 07:00,23.0,765.7,766.1,4.8,50,Wind blowing from the west-northwest,6,,,20–30%., ,,,23.0,40.0,,,1500-2000,,,16.0,7.0,,,,,,,
17.02.2021 04:00,25.0,760.9,761.5,2.3,58,Wind blowing from the west-northwest,6,11,,no clouds, ,,,,,,,,,,16.0,12.0,,,,,,,
17.02.2021 01:00,29.0,758.6,759.1,4.3,56,Wind blowing from the west,11,14,,no clouds, ,,,29.0,38.0,,,,,,16.0,15.0,,,,,,,
16.02.2021 22:00,35.0,754.3,754.9,3.0,72,Wind blowing from the west,7,,,100%, ,,,,,,,1000-1500,,,16.0,27.0,,,,,,,
16.02.2021 19:00,35.0,751.3,751.7,1.5,100,"Calm, no wind",0,,,100%,Mist. ,,,33.0,40.0,,,100-200,,,4.8,35.0,0.3,6,,,,,
16.02.2021 16:00,35.0,749.8,750.2,0.3,100,Wind blowing from the north,2,,,100%,Fog or ice fog in patches. ,,,,,,,50-100,,,0.8,35.0,Trace of precipitation,3,,,,,
16.02.2021 13:00,40.0,749.5,749.9,-1.5,100,Wind blowing from the north-northeast,3,,,100%,Mist. ,,,27.0,40.0,,,100-200,,,4.0,40.0,10.0,6,,,,,
16.02.2021 10:00,37.0,751.0,751.4,-4.1,100,Wind blowing from the north-northwest,5,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,0.8,37.0,8.0,3,,,,,
16.02.2021 07:00,34.0,755.1,755.5,,100,Wind blowing from the east-northeast,4,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,27.0,34.0,,,100-200,,,6.0,34.0,5.0,6,,,,,
16.02.2021 01:00,33.0,763.2,763.6,-2.5,100,Wind blowing from the east,7,,,100%,"Drizzle, not freezing, continuous, slight at time of observation. ",,,27.0,33.0,,,200-300,,,2.8,33.0,0.5,6,,,,,
15.02.2021 22:00,28.0,765.7,766.3,-1.8,96,Wind blowing from the north,3,,,100%,Mist. ,,,,,,,100-200,,,6.0,27.0,0.3,3,,,,,
15.02.2021 19:00,27.0,767.5,767.9,0.7,96,Wind blowing from the north,5,,,100%, ,,,27.0,32.0,,,200-300,,,8.0,26.0,0.3,6,,,,,
15.02.2021 16:00,29.0,766.8,767.3,0.3,92,Wind blowing from the north,5,,,100%, ,,,,,,,200-300,,,4.0,27.0,0.3,3,,,,,
15.02.2021 13:00,31.0,766.5,767.1,-1.8,85,Wind blowing from the north,4,,,100%, ,,,30.0,32.0,,,300-600,,,11.0,27.0,0.3,6,,,,,
15.02.2021 10:00,31.0,768.3,768.8,0.0,79,Wind blowing from the north-northeast,6,,,100%, ,,,,,,,600-1000,,,16.0,25.0,,,,,,,
15.02.2021 07:00,30.0,768.3,768.7,0.5,75,Wind blowing from the north-northwest,4,,,100%, ,,,30.0,33.0,,,600-1000,,,16.0,23.0,,,,,,,
15.02.2021 04:00,30.0,767.8,768.1,-0.7,66,Wind blowing from the north,4,,,100%, ,,,,,,,600-1000,,,16.0,20.0,,,,,,,
15.02.2021 01:00,31.0,768.5,769.0,0.0,72,Wind blowing from the north,4,,,100%, ,,,,32.0,,,1000-1500,,,16.0,23.0,,,,,,,
14.02.2021 22:00,32.0,768.5,769.0,0.0,75,Wind blowing from the north-northeast,2,,,100%, ,,,,,,,1000-1500,,,16.0,25.0,,,,,,,
14.02.2021 19:00,32.0,768.5,768.9,1.0,75,Wind blowing from the east-northeast,2,,,100%, ,,,26.0,33.0,,,1500-2000,,,16.0,25.0,,,,,,,
14.02.2021 16:00,32.0,767.5,768.1,0.0,69,Wind blowing from the east,3,,,100%, ,,,,,,,600-1000,,,16.0,23.0,,,,,,,
14.02.2021 13:00,32.0,767.5,767.8,-0.3,59,Wind blowing from the north-northwest,2,,,100%, ,,,25.0,33.0,,,600-1000,,,16.0,19.0,,,,,,,
14.02.2021 10:00,28.0,767.8,768.3,0.8,63,Wind blowing from the north,3,,,100%, ,,,,,,,600-1000,,,16.0,17.0,,,,,,,
14.02.2021 07:00,27.0,767.0,767.6,0.0,66,Wind blowing from the north-northwest,4,,,100%, ,,,26.0,29.0,,,600-1000,,,16.0,17.0,,,,,,,
14.02.2021 04:00,27.0,767.0,767.4,-0.8,69,Wind blowing from the north-northwest,3,,,100%, ,,,,,,,600-1000,,,16.0,18.0,,,,,,,
14.02.2021 01:00,27.0,767.8,768.1,-1.0,69,Wind blowing from the north,4,,,100%, ,,,,29.0,,,600-1000,,,16.0,18.0,,,,,,,
13.02.2021 22:00,27.0,768.8,769.2,-0.5,69,Wind blowing from the north-northeast,4,,,100%, ,,,,,,,1500-2000,,,16.0,18.0,,,,,,,
13.02.2021 19:00,27.0,769.3,769.9,-0.3,75,Wind blowing from the east,5,,,100%, ,,,17.0,28.0,,,600-1000,,,16.0,20.0,,,,,,,
13.02.2021 16:00,27.0,769.6,769.9,-0.5,69,Wind blowing from the north-east,4,,,100%, ,,,,,,,600-1000,,,16.0,18.0,,,,,,,
13.02.2021 13:00,25.0,770.1,770.4,-0.7,44,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,17.0,25.0,,,1500-2000,,,16.0,6.0,,,,,,,
13.02.2021 10:00,19.0,770.8,771.2,0.0,39,Wind blowing from the north,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,-2.0,,,,,,,
13.02.2021 07:00,17.0,770.8,771.2,1.0,41,Wind blowing from the north-west,7,,,70 – 80%., ,,,17.0,27.0,,,1500-2000,,,16.0,-3.0,,,,,,,
13.02.2021 04:00,20.0,769.8,770.2,-0.3,38,Wind blowing from the west-northwest,5,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,-2.0,,,,,,,
13.02.2021 01:00,22.0,770.1,770.4,0.8,38,Wind blowing from the west-northwest,4,,,100%, ,,,,26.0,,,1500-2000,,,16.0,0.0,,,,,,,
12.02.2021 22:00,23.0,769.3,769.7,0.0,38,Wind blowing from the west-northwest,4,,,100%, ,,,,,,,1500-2000,,,16.0,1.0,,,,,,,
12.02.2021 19:00,26.0,769.3,769.6,0.8,37,Wind blowing from the west,4,,,100%, ,,,11.0,27.0,,,600-1000,,,16.0,3.0,,,,,,,
12.02.2021 16:00,25.0,768.5,769.0,0.0,33,Wind blowing from the north-west,3,,,100%, ,,,,,,,600-1000,,,16.0,0.0,,,,,,,
12.02.2021 13:00,22.0,768.5,769.0,-1.6,35,Wind blowing from the north-west,3,,,50%, ,,,11.0,23.0,,,600-1000,,,16.0,-2.0,,,,,,,
12.02.2021 10:00,15.0,770.1,770.6,0.5,40,Wind blowing from the north-west,7,9,,20–30%., ,,,,,,,600-1000,,,16.0,-5.0,,,,,,,
12.02.2021 07:00,11.0,769.6,769.9,1.3,53,Wind blowing from the west-northwest,7,11,,20–30%., ,,,11.0,30.0,,,600-1000,,,16.0,-3.0,,,,,,,
12.02.2021 04:00,14.0,768.3,768.9,-0.5,51,Wind blowing from the west-northwest,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,-1.0,,,,,,,
12.02.2021 01:00,18.0,768.8,769.3,0.8,45,Wind blowing from the west-northwest,5,10,,70 – 80%., ,,,18.0,25.0,,,"2500 or more, or no clouds.",,,16.0,0.0,,,,,,,
11.02.2021 22:00,22.0,768.0,768.4,0.8,46,Wind blowing from the west-northwest,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,4.0,,,,,,,
11.02.2021 19:00,25.0,767.2,767.8,0.9,44,Wind blowing from the north-west,4,,,20–30%., ,,,21.0,30.0,,,1500-2000,,,16.0,6.0,,,,,,,
11.02.2021 16:00,28.0,766.3,766.6,0.0,44,Wind blowing from the north-west,7,8,,70 – 80%., ,,,,,,,1000-1500,,,16.0,9.0,,,,,,,
11.02.2021 13:00,29.0,766.3,766.8,-1.5,47,Wind blowing from the west,5,,,50%, ,,,21.0,29.0,,,1500-2000,,,16.0,11.0,,,,,,,
11.02.2021 10:00,26.0,767.8,768.4,-0.2,48,Wind blowing from the north,2,,,20–30%., ,,,,,,,1500-2000,,,16.0,9.0,,,,,,,
11.02.2021 07:00,22.0,768.0,768.6,-0.5,55,Wind blowing from the north-west,3,,,100%, ,,,21.0,31.0,,,1500-2000,,,16.0,8.0,,,,,,,
11.02.2021 04:00,22.0,768.5,768.9,0.0,60,Wind blowing from the north,2,,,100%, ,,,,,,,2000-2500,,,16.0,10.0,,,,,,,
11.02.2021 01:00,24.0,768.5,769.0,-0.3,60,Wind blowing from the north-northwest,4,,,100%, ,,,20.0,27.0,,,"2500 or more, or no clouds.",,,16.0,12.0,,,,,,,
10.02.2021 22:00,24.0,768.8,769.3,0.3,55,Wind blowing from the north-west,3,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,10.0,,,,,,,
10.02.2021 19:00,27.0,768.5,769.0,0.7,49,Wind blowing from the north-west,4,,,70 – 80%., ,,,20.0,31.0,,,1000-1500,,,16.0,10.0,,,,,,,
10.02.2021 16:00,29.0,767.8,768.3,-0.2,45,Wind blowing from the west,6,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,10.0,,,,,,,
10.02.2021 13:00,30.0,768.0,768.5,-1.0,49,,3,,,70 – 80%., ,,,20.0,30.0,,,1000-1500,,,16.0,13.0,,,,,,,
10.02.2021 10:00,25.0,769.0,769.6,0.7,63,Wind blowing from the west-northwest,4,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,14.0,,,,,,,
10.02.2021 07:00,20.0,768.3,768.7,1.3,78,Wind blowing from the north-west,5,,,20–30%., ,,,20.0,27.0,,,1000-1500,,,16.0,14.0,,,,,,,
10.02.2021 04:00,21.0,767.0,767.5,0.5,81,Wind blowing from the north-west,4,,,no clouds, ,,,,,,,,,,16.0,16.0,,,,,,,
10.02.2021 01:00,24.0,766.5,766.9,0.8,88,Wind blowing from the north-northwest,5,,,100%, ,,,21.0,26.0,,,300-600,,,16.0,21.0,Trace of precipitation,6,,,,,
09.02.2021 22:00,26.0,765.7,766.3,0.2,88,Wind blowing from the north-northwest,4,,,100%, ,,,,,,,300-600,,,16.0,23.0,Trace of precipitation,3,,,,,
09.02.2021 19:00,25.0,765.5,766.0,-0.2,96,Wind blowing from the north,3,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,21.0,27.0,,,600-1000,,,3.2,24.0,3.0,6,,,,,
09.02.2021 16:00,25.0,765.7,766.2,-2.1,96,Wind blowing from the north,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,100-200,,,1.2,24.0,2.0,3,,,,,
09.02.2021 13:00,24.0,767.8,768.2,-2.3,88,Wind blowing from the north-east,2,,,,"Continuous fall of snowflakes, slight at time of observation. ",,,23.0,27.0,,,300-600,,,1.2,21.0,1.0,6,,,,,
09.02.2021 10:00,27.0,770.1,770.5,-1.5,53,Wind blowing from the south-east,4,,,100%, ,,,,,,,1500-2000,,,16.0,12.0,,,,,,,
09.02.2021 07:00,23.0,771.6,772.0,-0.5,65,Wind blowing from the north,2,,,100%, ,,,21.0,,,,"2500 or more, or no clouds.",,,16.0,13.0,,,,,,,
09.02.2021 04:00,23.0,772.1,772.6,-0.2,50,Wind blowing from the north,3,,,100%, ,,,,,,,2000-2500,,,16.0,7.0,,,,,,,
09.02.2021 01:00,24.0,772.3,772.8,0.0,48,Wind blowing from the west-northwest,2,,,100%, ,,,19.0,28.0,,,2000-2500,,,16.0,7.0,,,,,,,
08.02.2021 22:00,24.0,772.3,772.7,0.7,50,Wind blowing from the west-southwest,2,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,8.0,,,,,,,
08.02.2021 19:00,24.0,771.6,772.0,1.1,50,Wind blowing from the south-west,4,,,20–30%., ,,,19.0,28.0,,,1500-2000,,,16.0,8.0,,,,,,,
08.02.2021 16:00,27.0,770.5,771.1,0.7,37,Wind blowing from the west,6,,,20–30%., ,,,,,,,1500-2000,,,16.0,4.0,,,,,,,
08.02.2021 13:00,26.0,769.8,770.4,0.0,38,Wind blowing from the west,4,,,20–30%., ,,,19.0,28.0,,,1500-2000,,,16.0,4.0,,,,,,,
08.02.2021 10:00,22.0,769.8,770.2,2.8,50,Wind blowing from the west-northwest,5,,,20–30%., ,,,,,,,1000-1500,,,16.0,6.0,,,,,,,
08.02.2021 07:00,19.0,767.0,767.6,2.8,59,Wind blowing from the west-northwest,5,,,20–30%., ,,,19.0,37.0,,,1500-2000,,,16.0,7.0,Trace of precipitation,6,,,,,
08.02.2021 04:00,22.0,764.2,764.6,3.8,60,Wind blowing from the west-northwest,6,,,no clouds, ,,,,,,,,,,16.0,10.0,Trace of precipitation,3,,,,,
08.02.2021 01:00,28.0,760.4,760.8,2.8,81,Wind blowing from the west-northwest,7,,,100%, ,,,26.0,31.0,,,600-1000,,,16.0,23.0,Trace of precipitation,6,,,,,
07.02.2021 22:00,27.0,757.6,758.2,2.0,89,Wind blowing from the west-northwest,7,,,100%, ,,,,,,,1000-1500,,,16.0,24.0,Trace of precipitation,3,,,,,
07.02.2021 19:00,29.0,755.6,756.2,-1.3,96,Wind blowing from the north-northwest,6,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,27.0,37.0,,,300-600,,,1.6,28.0,10.0,6,,,,,
07.02.2021 16:00,31.0,756.9,757.4,-3.0,100,Wind blowing from the north-northwest,5,,,,"Continuous fall of snowflakes, moderate at time of observation. ",,,,,,,100-200,,,0.8,31.0,7.0,3,,,,,
07.02.2021 13:00,31.0,759.9,760.3,-3.3,96,Wind blowing from the north,2,,,,"Continuous fall of snowflakes, slight at time of observation. ",,,29.0,37.0,,,300-600,,,1.2,30.0,1.0,6,,,,,
07.02.2021 10:00,37.0,763.2,763.6,-2.0,70,Wind blowing from the east,5,,,100%, ,,,,,,,1500-2000,,,16.0,28.0,,,,,,,
07.02.2021 07:00,30.0,765.2,765.7,-1.1,56,Wind blowing from the north-northwest,3,,,100%, ,,,27.0,42.0,,,"2500 or more, or no clouds.",,,16.0,16.0,,,,,,,
07.02.2021 04:00,29.0,766.3,766.9,0.3,49,Wind blowing from the north,2,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,12.0,,,,,,,
07.02.2021 01:00,31.0,766.0,766.5,0.5,42,Wind blowing from the west-northwest,2,,,100%, ,,,31.0,38.0,,,"2500 or more, or no clouds.",,,16.0,10.0,,,,,,,
06.02.2021 22:00,34.0,765.5,766.0,2.5,42,Wind blowing from the north-west,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,13.0,,,,,,,
06.02.2021 19:00,37.0,763.0,763.6,2.8,39,Wind blowing from the south-west,5,,,no clouds, ,,,31.0,42.0,,,,,,16.0,14.0,,,,,,,
06.02.2021 16:00,40.0,760.2,760.7,1.3,35,Wind blowing from the west,6,12,,20–30%., ,,,,,,,2000-2500,,,16.0,14.0,,,,,,,
06.02.2021 13:00,40.0,758.9,759.4,-0.8,36,Wind blowing from the west-southwest,9,14,,20–30%., ,,,30.0,40.0,,,1500-2000,,,16.0,15.0,,,,,,,
06.02.2021 10:00,34.0,759.7,760.0,1.8,52,Wind blowing from the south-west,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,18.0,,,,,,,
06.02.2021 07:00,31.0,757.9,758.5,2.3,64,Wind blowing from the west,5,,,20–30%., ,,,30.0,41.0,,,1500-2000,,,16.0,20.0,,,,,,,
06.02.2021 04:00,33.0,755.6,756.0,2.0,82,Wind blowing from the west-southwest,6,,,20–30%., ,,,,,,,1500-2000,,,16.0,28.0,,,,,,,
06.02.2021 01:00,32.0,753.6,754.0,0.8,96,Wind blowing from the south-west,4,,,no clouds, ,,,26.0,39.0,,,,,,16.0,31.0,,,,,,,
05.02.2021 22:00,37.0,752.8,753.2,0.5,86,Wind blowing from the west-northwest,2,,,50%, ,,,,,,,600-1000,,,16.0,33.0,,,,,,,
05.02.2021 19:00,37.0,752.3,752.7,0.0,89,Wind blowing from the south-southeast,2,,,100%, ,,,26.0,41.0,,,600-1000,,,16.0,34.0,Trace of precipitation,6,,,,,
05.02.2021 16:00,40.0,752.3,752.8,-1.0,86,Wind blowing from the south-west,4,,,100%, ,,,,,,,300-600,,,16.0,36.0,Trace of precipitation,3,,,,,
05.02.2021 13:00,38.0,753.3,753.7,-3.1,89,Wind blowing from the south,5,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,28.0,38.0,,,600-1000,,,16.0,35.0,0.3,6,,,,,
05.02.2021 10:00,33.0,756.4,756.7,-0.2,82,Wind blowing from the south,3,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,1000-1500,,,16.0,28.0,Trace of precipitation,3,,,,,
05.02.2021 07:00,28.0,756.6,757.0,-0.7,85,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,26.0,37.0,,,"2500 or more, or no clouds.",,,16.0,24.0,,,,,,,
05.02.2021 04:00,28.0,757.3,757.8,0.0,78,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,22.0,,,,,,,
05.02.2021 01:00,28.0,757.3,757.9,-0.3,78,Wind blowing from the west-southwest,2,,,no clouds, ,,,28.0,34.0,,,,,,16.0,22.0,,,,,,,
04.02.2021 22:00,29.0,757.6,758.1,0.7,78,Wind blowing from the south-west,4,,,no clouds, ,,,,,,,,,,16.0,23.0,,,,,,,
04.02.2021 19:00,34.0,756.9,757.3,1.1,61,Wind blowing from the west-northwest,2,,,20–30%., ,,,29.0,37.0,,,1000-1500,,,16.0,22.0,,,,,,,
04.02.2021 16:00,36.0,755.8,756.2,1.0,59,Wind blowing from the west-northwest,5,,,70 – 80%., ,,,,,,,1000-1500,,,16.0,23.0,,,,,,,
04.02.2021 13:00,37.0,754.8,755.2,-0.3,62,Wind blowing from the west-northwest,5,,,70 – 80%., ,,,30.0,37.0,,,1000-1500,,,16.0,25.0,Trace of precipitation,6,,,,,
04.02.2021 10:00,33.0,755.1,755.5,1.5,70,Wind blowing from the north-west,5,9,,70 – 80%., ,,,,,,,1000-1500,,,16.0,24.0,Trace of precipitation,3,,,,,
04.02.2021 07:00,30.0,753.6,754.1,1.8,85,Wind blowing from the west-northwest,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,29.0,34.0,,,1000-1500,,,16.0,26.0,0.3,6,,,,,
04.02.2021 04:00,30.0,751.8,752.3,1.3,82,Wind blowing from the west-northwest,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,1000-1500,,,14.0,25.0,Trace of precipitation,3,,,,,
04.02.2021 01:00,30.0,750.5,750.9,0.5,85,Wind blowing from the west-northwest,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,28.0,32.0,,,300-600,,,14.0,26.0,Trace of precipitation,6,,,,,
03.02.2021 22:00,31.0,750.0,750.6,0.8,76,Wind blowing from the north-west,5,,,100%, ,,,,,,,600-1000,,,16.0,24.0,,,,,,,
03.02.2021 19:00,32.0,749.2,749.7,1.8,75,Wind blowing from the west-northwest,4,,,100%, ,,,28.0,34.0,,,1000-1500,,,16.0,25.0,,,,,,,
03.02.2021 16:00,33.0,747.4,747.9,1.2,72,Wind blowing from the west-northwest,5,,,100%, ,,,,,,,600-1000,,,16.0,25.0,,,,,,,
03.02.2021 13:00,33.0,746.2,746.8,0.5,75,Wind blowing from the west-northwest,5,,,100%, ,,,28.0,33.0,,,600-1000,,,16.0,26.0,Trace of precipitation,6,,,,,
03.02.2021 10:00,31.0,745.7,746.2,0.3,76,Wind blowing from the west-northwest,5,,,100%, ,,,,,,,600-1000,,,16.0,24.0,Trace of precipitation,3,,,,,
03.02.2021 07:00,28.0,745.4,745.9,1.3,85,Wind blowing from the north-west,6,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,28.0,,,,600-1000,,,4.8,24.0,Trace of precipitation,6,,,,,
03.02.2021 04:00,30.0,744.1,744.7,0.2,85,Wind blowing from the north-west,5,,,100%, ,,,,,,,600-1000,,,16.0,26.0,Trace of precipitation,3,,,,,
03.02.2021 01:00,31.0,743.9,744.5,-0.5,96,Wind blowing from the north-west,3,,,100%, ,,,30.0,,,,200-300,,,8.0,30.0,Trace of precipitation,6,,,,,
02.02.2021 22:00,31.0,744.4,745.0,-0.8,92,Wind blowing from the north-northwest,5,,,100%, ,,,,,,,200-300,,,16.0,29.0,,,,,,,
02.02.2021 19:00,31.0,745.2,745.8,0.3,85,Wind blowing from the north,5,,,100%, ,,,31.0,33.0,,,200-300,,,16.0,27.0,,,,,,,
02.02.2021 16:00,32.0,744.9,745.4,-1.3,85,Wind blowing from the north,8,,,100%, ,,,,,,,200-300,,,16.0,28.0,,,,,,,
