Local time in East Boston (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,
02.02.2021 13:00,31.0,746.2,746.8,-2.3,89,Wind blowing from the north,8,12,,100%, ,,,30.0,34.0,,,200-300,,,4.8,28.0,0.5,6,,,,,
02.02.2021 10:00,31.0,748.5,748.9,-1.0,96,Wind blowing from the north,9,14,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,2.4,30.0,0.3,3,,,,,
02.02.2021 07:00,33.0,749.5,750.1,-2.0,100,Wind blowing from the north-northeast,11,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,31.0,35.0,,,200-300,,,3.2,33.0,3.0,6,,,,,
02.02.2021 04:00,33.0,751.5,752.0,-1.8,100,Wind blowing from the north-northeast,10,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,3.2,33.0,2.0,3,,,,,
02.02.2021 01:00,32.0,753.3,753.7,-3.1,100,Wind blowing from the north-northeast,11,16,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,33.0,,,200-300,,,3.2,32.0,11.0,6,,,,,
01.02.2021 22:00,32.0,756.4,756.9,-2.5,100,Wind blowing from the north-northeast,13,16,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,1.6,32.0,7.0,3,,,,,
01.02.2021 19:00,33.0,758.9,759.3,-1.5,100,Wind blowing from the north-east,16,19,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,23.0,35.0,,,200-300,,,3.2,33.0,7.0,6,,,,,
01.02.2021 16:00,33.0,760.4,760.9,-2.6,89,Wind blowing from the north-east,11,15,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,2.4,30.0,0.3,3,,,,,
01.02.2021 13:00,35.0,763.0,763.5,-3.0,72,Wind blowing from the east-northeast,11,,,100%, ,,,20.0,35.0,,,600-1000,,,16.0,27.0,Trace of precipitation,6,,,,,
01.02.2021 10:00,27.0,766.0,766.4,-0.8,75,Wind blowing from the north-northeast,5,,,100%, ,,,,,,,600-1000,,,16.0,20.0,,,,,,,
01.02.2021 07:00,24.0,766.8,767.2,-0.7,77,Wind blowing from the north-northeast,6,,,100%, ,,,21.0,,,,600-1000,,,16.0,18.0,,,,,,,
01.02.2021 04:00,23.0,767.5,767.9,-0.8,72,Wind blowing from the north-northeast,6,,,100%, ,,,,,,,600-1000,,,16.0,15.0,,,,,,,
01.02.2021 01:00,23.0,768.3,768.7,-1.0,72,Wind blowing from the north,4,,,100%, ,,,,23.0,,,600-1000,,,16.0,15.0,,,,,,,
31.01.2021 22:00,23.0,769.3,769.6,-0.3,68,Wind blowing from the north,2,,,100%, ,,,,,,,600-1000,,,16.0,14.0,,,,,,,
31.01.2021 19:00,22.0,769.6,770.1,0.6,71,"Calm, no wind",0,,,100%, ,,,7.0,23.0,,,1000-1500,,,16.0,14.0,,,,,,,
31.01.2021 16:00,21.0,769.0,769.6,-0.6,62,Wind blowing from the south-southeast,3,,,100%, ,,,,,,,600-1000,,,16.0,10.0,,,,,,,
31.01.2021 13:00,20.0,769.6,769.9,-1.2,52,Wind blowing from the east,2,,,70 – 80%., ,,,7.0,20.0,,,600-1000,,,16.0,5.0,,,,,,,
31.01.2021 10:00,14.0,770.8,771.3,0.3,51,Wind blowing from the west-northwest,2,,,50%, ,,,,,,,600-1000,,,16.0,-1.0,,,,,,,
31.01.2021 07:00,8.0,770.5,771.1,0.4,60,Wind blowing from the west-northwest,3,,,20–30%., ,,,7.0,20.0,,,600-1000,,,16.0,-3.0,,,,,,,
31.01.2021 04:00,8.0,770.1,770.4,0.8,60,Wind blowing from the north-west,5,,,no clouds, ,,,,,,,,,,16.0,-3.0,,,,,,,
31.01.2021 01:00,10.0,769.3,769.8,0.8,58,Wind blowing from the north-west,6,,,no clouds, ,,,8.0,18.0,,,,,,16.0,-2.0,,,,,,,
30.01.2021 22:00,13.0,768.5,769.1,0.7,54,Wind blowing from the north-northwest,5,9,,no clouds, ,,,,,,,,,,16.0,-1.0,,,,,,,
30.01.2021 19:00,18.0,767.8,768.1,1.5,45,Wind blowing from the north-northwest,5,,,no clouds, ,,,8.0,20.0,,,,,,16.0,0.0,,,,,,,
30.01.2021 16:00,20.0,766.3,766.9,0.0,40,Wind blowing from the north-northwest,6,,,20–30%., ,,,,,,,1000-1500,,,16.0,-1.0,,,,,,,
30.01.2021 13:00,17.0,766.3,766.8,-1.2,47,Wind blowing from the north-northwest,6,,,20–30%., ,,,8.0,18.0,,,1000-1500,,,16.0,0.0,,,,,,,
30.01.2021 10:00,13.0,767.5,767.9,0.5,54,Wind blowing from the north-west,6,,,20–30%., ,,,,,,,600-1000,,,16.0,-1.0,,,,,,,
30.01.2021 07:00,8.0,767.0,767.5,1.3,60,Wind blowing from the north-west,4,,,50%, ,,,8.0,18.0,,,600-1000,,,16.0,-3.0,,,,,,,
30.01.2021 04:00,9.0,765.7,766.3,0.7,61,Wind blowing from the north-west,7,10,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,-2.0,,,,,,,
30.01.2021 01:00,10.0,765.0,765.3,1.1,58,Wind blowing from the north-west,7,11,,no clouds, ,,,8.0,16.0,,,,,,16.0,-2.0,,,,,,,
29.01.2021 22:00,13.0,763.9,764.4,1.5,54,Wind blowing from the north-west,7,11,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,-1.0,,,,,,,
29.01.2021 19:00,16.0,762.4,762.9,2.5,49,Wind blowing from the north-west,8,12,,20–30%., ,,,8.0,18.0,,,"2500 or more, or no clouds.",,,16.0,0.0,,,,,,,
29.01.2021 16:00,17.0,759.9,760.3,1.5,49,Wind blowing from the north-west,10,13,,100%, ,,,,,,,600-1000,,,16.0,1.0,,,,,,,
29.01.2021 13:00,14.0,758.4,758.8,-0.7,47,Wind blowing from the north-west,9,14,,70 – 80%., ,,,7.0,16.0,,,600-1000,,,16.0,-3.0,Trace of precipitation,6,,,,,
29.01.2021 10:00,8.0,759.1,759.7,-0.3,50,Wind blowing from the north-west,10,16,,50%, ,,,,,,,1000-1500,,,16.0,-7.0,,,,,,,
29.01.2021 07:00,8.0,759.4,759.8,0.0,50,Wind blowing from the north-west,11,17,,20–30%., ,,,8.0,33.0,,,1000-1500,,,16.0,-7.0,,,,,,,
29.01.2021 04:00,12.0,759.4,759.9,-1.0,51,Wind blowing from the west-northwest,8,12,,20–30%., ,,,,,,,1000-1500,,,16.0,-3.0,,,,,,,
29.01.2021 01:00,16.0,760.4,760.8,-0.5,47,Wind blowing from the north-west,10,16,,20–30%., ,,,15.0,32.0,,,1000-1500,,,16.0,-1.0,,,,,,,
28.01.2021 22:00,20.0,760.9,761.3,0.0,57,Wind blowing from the north-west,11,16,,50%, ,,,,,,,1000-1500,,,16.0,7.0,,,,,,,
28.01.2021 19:00,26.0,760.9,761.3,1.0,57,Wind blowing from the west-northwest,6,12,,100%, ,,,26.0,31.0,,,600-1000,,,16.0,13.0,0.3,6,,,,,
28.01.2021 16:00,31.0,759.9,760.3,-0.3,69,Wind blowing from the north-northwest,6,,,100%, ,,,,,,,300-600,,,12.0,22.0,0.3,3,,,,,
28.01.2021 13:00,29.0,760.2,760.6,-1.0,85,Wind blowing from the north-west,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,29.0,32.0,,,300-600,,,4.8,25.0,0.3,6,,,,,
28.01.2021 10:00,29.0,761.2,761.8,0.0,92,Wind blowing from the north-west,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,300-600,,,2.0,27.0,Trace of precipitation,3,,,,,
28.01.2021 07:00,31.0,761.2,761.6,0.0,92,Wind blowing from the north-west,5,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,30.0,36.0,,,200-300,,,6.0,29.0,0.8,6,,,,,
28.01.2021 04:00,31.0,761.2,761.7,-0.7,92,Wind blowing from the north-northwest,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,200-300,,,8.0,29.0,Trace of precipitation,3,,,,,
28.01.2021 01:00,32.0,761.9,762.4,-0.8,85,Wind blowing from the north-northwest,5,,,100%, ,,,28.0,35.0,,,600-1000,,,16.0,28.0,Trace of precipitation,6,,,,,
27.01.2021 22:00,33.0,762.7,763.1,0.3,85,Wind blowing from the north-northwest,3,,,100%, ,,,,,,,300-600,,,16.0,29.0,,,,,,,
27.01.2021 19:00,35.0,762.4,762.9,0.7,82,Wind blowing from the north-northwest,4,,,100%, ,,,28.0,36.0,,,300-600,,,16.0,30.0,,,,,,,
27.01.2021 16:00,35.0,761.7,762.1,0.8,82,Wind blowing from the north-northwest,3,,,100%, ,,,,,,,300-600,,,16.0,30.0,,,,,,,
27.01.2021 13:00,33.0,760.9,761.5,-0.5,85,Wind blowing from the north,3,,,100%, ,,,28.0,33.0,,,300-600,,,16.0,29.0,0.8,6,,,,,
27.01.2021 10:00,31.0,761.4,761.8,1.5,89,Wind blowing from the north-northwest,4,,,100%,Mist. ,,,,,,,200-300,,,9.0,28.0,0.8,3,,,,,
27.01.2021 07:00,28.0,759.9,760.4,1.0,92,Wind blowing from the north-northwest,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,28.0,35.0,,,300-600,,,2.4,26.0,1.0,6,,,,,
27.01.2021 04:00,28.0,758.9,759.4,0.3,92,Wind blowing from the north,6,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,300-600,,,8.0,26.0,0.8,3,,,,,
27.01.2021 01:00,29.0,758.6,759.1,-1.1,92,Wind blowing from the north,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,22.0,30.0,,,300-600,,,3.2,27.0,3.0,6,,,,,
26.01.2021 22:00,29.0,759.7,760.2,-1.7,92,Wind blowing from the north-east,4,,,100%,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,1500-2000,,,6.0,27.0,3.0,3,,,,,
26.01.2021 19:00,28.0,761.4,761.9,0.0,92,Wind blowing from the north,4,,,,"Continuous fall of snowflakes, slight at time of observation. ",,,22.0,35.0,,,200-300,,,1.2,26.0,2.0,6,,,,,
26.01.2021 16:00,32.0,761.4,761.8,-0.8,64,Wind blowing from the east-northeast,4,,,100%, ,,,,,,,600-1000,,,16.0,21.0,,,,,,,
26.01.2021 13:00,34.0,762.2,762.7,-1.5,61,Wind blowing from the east,4,,,70 – 80%., ,,,22.0,35.0,,,600-1000,,,16.0,22.0,,,,,,,
26.01.2021 10:00,32.0,763.7,764.2,0.2,54,Wind blowing from the north-east,4,,,50%, ,,,,,,,1500-2000,,,16.0,17.0,,,,,,,
26.01.2021 07:00,22.0,763.5,764.1,0.0,68,Wind blowing from the north,3,,,20–30%., ,,,22.0,36.0,,,1000-1500,,,16.0,13.0,,,,,,,
26.01.2021 04:00,24.0,763.5,764.0,0.0,62,Wind blowing from the west-northwest,4,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,13.0,,,,,,,
26.01.2021 01:00,25.0,763.5,764.0,-0.4,60,Wind blowing from the west-northwest,4,,,no clouds, ,,,20.0,30.0,,,,,,16.0,13.0,,,,,,,
25.01.2021 22:00,27.0,763.9,764.4,0.9,51,Wind blowing from the north-west,4,,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,11.0,,,,,,,
25.01.2021 19:00,30.0,763.0,763.5,1.1,41,Wind blowing from the north-northwest,5,,,20–30%., ,,,20.0,36.0,,,"2500 or more, or no clouds.",,,16.0,9.0,,,,,,,
25.01.2021 16:00,34.0,761.9,762.4,0.2,25,Wind blowing from the north-west,7,12,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,2.0,,,,,,,
25.01.2021 13:00,34.0,761.7,762.1,-1.3,29,Wind blowing from the west-northwest,7,,,20–30%., ,,,19.0,35.0,,,2000-2500,,,16.0,5.0,,,,,,,
25.01.2021 10:00,26.0,763.0,763.4,0.3,40,Wind blowing from the north-west,8,,,20–30%., ,,,,,,,2000-2500,,,16.0,5.0,,,,,,,
25.01.2021 07:00,20.0,762.7,763.1,1.3,52,Wind blowing from the north-west,3,,,20–30%., ,,,20.0,31.0,,,1000-1500,,,16.0,5.0,,,,,,,
25.01.2021 04:00,20.0,761.4,762.0,0.5,50,Wind blowing from the west-northwest,8,11,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,4.0,,,,,,,
25.01.2021 01:00,22.0,760.9,761.5,0.0,46,Wind blowing from the west-northwest,9,13,,no clouds, ,,,16.0,26.0,,,,,,16.0,4.0,,,,,,,
24.01.2021 22:00,23.0,760.9,761.3,0.3,44,Wind blowing from the west-northwest,9,12,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,4.0,,,,,,,
24.01.2021 19:00,26.0,760.6,761.2,1.2,35,Wind blowing from the west-northwest,8,16,,no clouds, ,,,16.0,31.0,,,,,,16.0,2.0,,,,,,,
24.01.2021 16:00,29.0,759.4,759.8,1.0,31,Wind blowing from the west-northwest,10,13,,50%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,2.0,,,,,,,
24.01.2021 13:00,29.0,758.4,758.8,-1.8,28,Wind blowing from the west-northwest,10,16,,20–30%., ,,,18.0,29.0,,,"2500 or more, or no clouds.",,,16.0,0.0,,,,,,,
24.01.2021 10:00,23.0,760.2,760.6,-0.2,35,Wind blowing from the west-northwest,8,19,,no clouds, ,,,,,,,,,,16.0,-1.0,,,,,,,
24.01.2021 07:00,18.0,760.4,760.8,0.7,45,Wind blowing from the west-northwest,9,14,,20–30%., ,,,16.0,,,,1000-1500,,,16.0,0.0,,,,,,,
24.01.2021 04:00,17.0,759.7,760.3,-0.2,49,Wind blowing from the west,8,14,,no clouds, ,,,,,,,,,,16.0,1.0,,,,,,,
24.01.2021 01:00,17.0,759.9,760.5,-1.0,49,Wind blowing from the west-northwest,9,12,,no clouds, ,,,17.0,30.0,,,,,,16.0,1.0,,,,,,,
23.01.2021 22:00,19.0,760.9,761.3,0.7,47,Wind blowing from the west-northwest,9,14,,no clouds, ,,,,,,,,,,16.0,2.0,,,,,,,
23.01.2021 19:00,22.0,760.2,760.6,1.6,42,Wind blowing from the west-northwest,10,14,,no clouds, ,,,22.0,30.0,,,,,,16.0,2.0,,,,,,,
23.01.2021 16:00,26.0,758.6,759.1,1.0,37,Wind blowing from the north-west,11,16,,20–30%., ,,,,,,,1500-2000,,,16.0,3.0,,,,,,,
23.01.2021 13:00,29.0,757.6,758.2,-0.8,38,Wind blowing from the north-west,9,13,,20–30%., ,,,27.0,,,,1000-1500,,,16.0,6.0,Trace of precipitation,6,,,,,
23.01.2021 10:00,28.0,758.4,758.8,,44,Wind blowing from the west-northwest,8,13,,50%, ,,,,,,,600-1000,,,16.0,9.0,Trace of precipitation,3,,,,,
23.01.2021 04:00,31.0,756.9,757.2,0.8,61,Wind blowing from the west,5,,,100%, ,,,,,,,2000-2500,,,16.0,19.0,,,,,,,
23.01.2021 01:00,33.0,756.1,756.6,0.5,66,Wind blowing from the west-northwest,6,,,50%, ,,,30.0,38.0,,,"2500 or more, or no clouds.",,,16.0,23.0,Trace of precipitation,6,,,,,
22.01.2021 22:00,35.0,755.6,756.0,1.3,70,Wind blowing from the west-northwest,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,26.0,Trace of precipitation,3,,,,,
22.01.2021 19:00,38.0,754.3,754.7,1.8,57,Wind blowing from the west-northwest,7,,,70 – 80%., ,,,30.0,43.0,,,1500-2000,,,16.0,24.0,,,,,,,
22.01.2021 16:00,41.0,752.5,753.1,1.5,47,Wind blowing from the west,5,,,100%, ,,,,,,,600-1000,,,16.0,22.0,,,,,,,
22.01.2021 13:00,42.0,751.0,751.5,-1.0,53,Wind blowing from the west,5,,,20–30%., ,,,28.0,42.0,,,1500-2000,,,16.0,26.0,,,,,,,
22.01.2021 10:00,37.0,752.0,752.5,1.3,62,Wind blowing from the west,4,,,70 – 80%., ,,,,,,,2000-2500,,,16.0,25.0,,,,,,,
22.01.2021 07:00,33.0,750.7,751.3,0.2,70,Wind blowing from the west,4,,,70 – 80%., ,,,28.0,33.0,,,1000-1500,,,16.0,24.0,,,,,,,
22.01.2021 04:00,33.0,750.5,751.0,0.0,61,Wind blowing from the south-west,4,,,100%, ,,,,,,,1500-2000,,,16.0,21.0,,,,,,,
22.01.2021 01:00,31.0,750.5,751.0,-1.3,67,Wind blowing from the south-southwest,4,,,100%, ,,,,32.0,,,"2500 or more, or no clouds.",,,16.0,21.0,,,,,,,
21.01.2021 22:00,31.0,751.8,752.3,-0.5,67,Wind blowing from the south-southwest,2,,,100%, ,,,,,,,2000-2500,,,16.0,21.0,,,,,,,
21.01.2021 19:00,31.0,752.3,752.8,0.0,72,Wind blowing from the south,2,,,100%, ,,,21.0,31.0,,,1000-1500,,,16.0,23.0,Trace of precipitation,6,,,,,
21.01.2021 16:00,30.0,752.3,752.8,-1.7,75,Wind blowing from the south,2,,,100%, ,,,,,,,600-1000,,,16.0,23.0,Trace of precipitation,3,,,,,
21.01.2021 13:00,30.0,754.0,754.6,-2.9,51,Wind blowing from the south-southwest,7,,,100%, ,,,21.0,31.0,,,1000-1500,,,16.0,14.0,,,,,,,
21.01.2021 10:00,23.0,756.9,757.3,-1.5,50,Wind blowing from the south,4,,,100%, ,,,,,,,1500-2000,,,16.0,7.0,,,,,,,
21.01.2021 07:00,21.0,758.4,758.8,-1.3,57,Wind blowing from the south-west,3,,,70 – 80%., ,,,21.0,38.0,,,1500-2000,,,16.0,8.0,,,,,,,
21.01.2021 04:00,22.0,759.7,760.0,-0.5,50,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,6.0,,,,,,,
21.01.2021 01:00,24.0,760.2,760.7,0.0,46,Wind blowing from the north-west,5,,,50%, ,,,24.0,33.0,,,"2500 or more, or no clouds.",,,16.0,6.0,,,,,,,
20.01.2021 22:00,27.0,760.2,760.6,0.8,49,Wind blowing from the north-northwest,8,,,70 – 80%., ,,,,,,,1500-2000,,,16.0,10.0,,,,,,,
20.01.2021 19:00,31.0,759.4,759.8,1.8,49,Wind blowing from the north-west,4,,,70 – 80%., ,,,31.0,38.0,,,1000-1500,,,16.0,14.0,,,,,,,
20.01.2021 16:00,36.0,757.6,758.1,1.5,39,Wind blowing from the north-west,7,10,,70 – 80%., ,,,,,,,600-1000,,,16.0,13.0,,,,,,,
20.01.2021 13:00,37.0,756.1,756.7,-1.8,46,Wind blowing from the north-northwest,6,,,70 – 80%., ,,,31.0,38.0,,,1000-1500,,,16.0,18.0,,,,,,,
20.01.2021 10:00,34.0,757.9,758.3,0.0,61,Wind blowing from the west,5,,,100%, ,,,,,,,1500-2000,,,16.0,22.0,,,,,,,
20.01.2021 07:00,32.0,757.9,758.5,-1.5,66,"Calm, no wind",0,,,100%, ,,,31.0,41.0,,,2000-2500,,,16.0,22.0,,,,,,,
20.01.2021 04:00,32.0,759.4,759.9,-1.2,66,Wind blowing from the west-southwest,5,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,22.0,,,,,,,
20.01.2021 01:00,32.0,760.6,761.0,-1.1,69,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,27.0,36.0,,,2000-2500,,,16.0,23.0,,,,,,,
19.01.2021 22:00,34.0,761.7,762.1,0.0,67,Wind blowing from the west-southwest,4,,,50%, ,,,,,,,1500-2000,,,16.0,24.0,,,,,,,
19.01.2021 19:00,36.0,761.7,762.3,1.3,64,Wind blowing from the south-west,6,,,100%, ,,,27.0,41.0,,,600-1000,,,16.0,25.0,Trace of precipitation,6,,,,,
19.01.2021 16:00,39.0,760.4,760.9,0.5,46,Wind blowing from the west-northwest,5,,,100%, ,,,,,,,600-1000,,,16.0,20.0,,,,,,,
19.01.2021 13:00,38.0,759.9,760.4,-1.8,43,Wind blowing from the west-northwest,7,,,70 – 80%., ,,,27.0,39.0,,,1500-2000,,,16.0,17.0,,,,,,,
19.01.2021 10:00,32.0,761.7,762.3,1.1,47,Wind blowing from the west,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,14.0,,,,,,,
19.01.2021 07:00,27.0,760.6,761.0,1.5,55,Wind blowing from the west,6,,,20–30%., ,,,27.0,45.0,,,1500-2000,,,16.0,13.0,,,,,,,
19.01.2021 04:00,28.0,759.1,759.7,1.5,60,Wind blowing from the west-northwest,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,16.0,,,,,,,
19.01.2021 01:00,30.0,757.6,758.1,1.5,61,Wind blowing from the west,5,,,20–30%., ,,,30.0,39.0,,,"2500 or more, or no clouds.",,,16.0,18.0,,,,,,,
18.01.2021 22:00,34.0,756.1,756.5,1.5,56,Wind blowing from the west-northwest,7,10,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,20.0,,,,,,,
18.01.2021 19:00,36.0,754.6,754.9,2.6,55,Wind blowing from the west,6,,,70 – 80%., ,,,36.0,45.0,,,"2500 or more, or no clouds.",,,16.0,21.0,,,,,,,
18.01.2021 16:00,43.0,752.0,752.5,1.0,45,Wind blowing from the west-northwest,7,11,,100%, ,,,,,,,1500-2000,,,16.0,23.0,,,,,,,
18.01.2021 13:00,42.0,751.0,751.6,-1.3,51,Wind blowing from the west,6,,,70 – 80%., ,,,36.0,45.0,,,1000-1500,,,16.0,25.0,,,,,,,
18.01.2021 10:00,41.0,752.3,752.8,0.5,57,Wind blowing from the west-southwest,6,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,27.0,,,,,,,
18.01.2021 07:00,37.0,751.8,752.2,0.3,65,Wind blowing from the south-west,6,,,20–30%., ,,,37.0,43.0,,,"2500 or more, or no clouds.",,,16.0,26.0,,,,,,,
18.01.2021 04:00,38.0,751.5,752.1,0.0,62,Wind blowing from the south-west,5,,,100%, ,,,,,,,2000-2500,,,16.0,26.0,,,,,,,
18.01.2021 01:00,39.0,751.5,751.9,0.0,60,Wind blowing from the south-west,7,,,100%, ,,,34.0,41.0,,,1500-2000,,,16.0,26.0,,,,,,,
17.01.2021 22:00,40.0,751.5,751.9,1.5,58,Wind blowing from the west-southwest,7,,,100%, ,,,,,,,1000-1500,,,16.0,26.0,,,,,,,
17.01.2021 19:00,40.0,750.0,750.5,2.0,58,Wind blowing from the west-southwest,8,12,,100%, ,,,34.0,43.0,,,1000-1500,,,16.0,26.0,,,,,,,
17.01.2021 16:00,42.0,748.0,748.5,1.3,49,Wind blowing from the west,8,13,,100%, ,,,,,,,1500-2000,,,16.0,24.0,,,,,,,
17.01.2021 13:00,42.0,746.7,747.1,0.0,47,Wind blowing from the west-southwest,9,15,,70 – 80%., ,,,34.0,42.0,,,1500-2000,,,16.0,23.0,,,,,,,
17.01.2021 10:00,40.0,746.7,747.2,1.5,51,Wind blowing from the west-southwest,10,18,,50%, ,,,,,,,600-1000,,,16.0,23.0,,,,,,,
17.01.2021 07:00,35.0,745.2,745.7,1.5,64,Wind blowing from the west-southwest,9,12,,20–30%., ,,,34.0,52.0,,,"2500 or more, or no clouds.",,,16.0,24.0,,,,,,,
17.01.2021 04:00,36.0,743.7,744.2,1.3,62,Wind blowing from the west-southwest,8,13,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16.0,24.0,,,,,,,
17.01.2021 01:00,37.0,742.4,742.9,-0.2,70,Wind blowing from the west-southwest,8,11,,70 – 80%., ,,,36.0,43.0,,,"2500 or more, or no clouds.",,,16.0,28.0,,,,,,,
16.01.2021 22:00,38.0,742.6,743.0,0.0,76,Wind blowing from the west-southwest,7,12,,20–30%., ,,,,,,,1000-1500,,,16.0,31.0,,,,,,,
16.01.2021 19:00,43.0,742.6,743.2,0.5,82,Wind blowing from the south-west,7,10,,100%, ,,,40.0,52.0,,,600-1000,,,16.0,38.0,0.3,6,,,,,
16.01.2021 16:00,48.0,742.1,742.7,-0.5,77,Wind blowing from the west-southwest,7,,,50%, ,,,,,,,600-1000,,,16.0,41.0,0.3,3,,,,,
16.01.2021 13:00,47.0,742.6,743.2,-5.1,100,Wind blowing from the south,3,,,100%, ,,,37.0,49.0,,,200-300,,,16.0,47.0,18.0,6,,,,,
16.01.2021 10:00,44.0,747.7,748.1,-5.1,100,Wind blowing from the east-southeast,13,18,,100%,"Rain, not freezing, continuous, heavy at time of observation. ",,,,,,,100-200,,,2.4,44.0,14.0,3,,,,,
16.01.2021 07:00,42.0,752.8,753.2,-4.8,92,Wind blowing from the east,12,15,,100%,Mist. ,,,37.0,42.0,,,200-300,,,9.0,40.0,8.0,6,,,,,
16.01.2021 04:00,41.0,757.6,758.0,-1.5,86,Wind blowing from the east-northeast,6,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,16.0,37.0,Trace of precipitation,3,,,,,
16.01.2021 01:00,40.0,759.1,759.7,-3.6,83,Wind blowing from the east,8,,,100%, ,,,,40.0,,,600-1000,,,16.0,35.0,,,,,,,
15.01.2021 22:00,39.0,762.7,763.3,-1.0,86,Wind blowing from the east,3,,,100%, ,,,,,,,300-600,,,16.0,35.0,,,,,,,
15.01.2021 19:00,38.0,763.7,764.2,0.7,79,Wind blowing from the east,4,,,100%, ,,,33.0,41.0,,,600-1000,,,16.0,32.0,,,,,,,
15.01.2021 16:00,39.0,763.0,763.5,0.0,73,Wind blowing from the east,5,,,100%, ,,,,,,,1000-1500,,,16.0,31.0,,,,,,,
15.01.2021 13:00,40.0,763.0,763.4,-0.9,73,Wind blowing from the east-northeast,5,,,70 – 80%., ,,,33.0,41.0,,,1000-1500,,,16.0,32.0,,,,,,,
15.01.2021 10:00,38.0,763.9,764.4,1.5,79,Wind blowing from the north-northeast,4,,,20–30%., ,,,,,,,1000-1500,,,11.0,32.0,,,,,,,
15.01.2021 07:00,34.0,762.4,763.0,1.5,85,Wind blowing from the north,3,,,70 – 80%., ,,,33.0,39.0,,,1000-1500,,,11.0,30.0,,,,,,,
15.01.2021 04:00,34.0,760.9,761.5,1.0,92,Wind blowing from the north-northwest,3,,,100%,Mist. ,,,,,,,600-1000,,,9.0,32.0,,,,,,,
15.01.2021 01:00,34.0,759.9,760.4,,97,Wind blowing from the north-northwest,3,,,100%,Mist. ,,,31.0,34.0,,,300-600,,,6.0,33.0,0.8,6,,,,,
14.01.2021 19:00,34.0,758.1,758.7,0.8,97,Wind blowing from the north-northeast,4,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,31.0,39.0,,,200-300,,,4.8,33.0,2.0,6,,,,,
14.01.2021 16:00,37.0,757.3,757.9,0.4,89,Wind blowing from the east,2,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,4.0,34.0,1.0,3,,,,,
14.01.2021 13:00,37.0,756.9,757.3,-2.0,86,Wind blowing from the south-east,2,,,100%,"Rain, not freezing, continuous, slight at time of observation. ",,,33.0,39.0,,,1000-1500,,,6.0,33.0,Trace of precipitation,6,,,,,
14.01.2021 10:00,38.0,758.9,759.3,0.5,68,Wind blowing from the south-west,4,,,100%, ,,,,,,,1000-1500,,,11.0,28.0,,,,,,,
14.01.2021 07:00,33.0,758.4,758.8,0.3,75,Wind blowing from the south-southwest,2,,,100%, ,,,31.0,40.0,,,"2500 or more, or no clouds.",,,16.0,26.0,,,,,,,
14.01.2021 04:00,34.0,758.1,758.6,-0.5,73,Wind blowing from the south-west,2,,,100%, ,,,,,,,"2500 or more, or no clouds.",,,16.0,26.0,,,,,,,
14.01.2021 01:00,33.0,758.6,759.0,-0.8,70,Wind blowing from the south,2,,,70 – 80%., ,,,31.0,37.0,,,1000-1500,,,16.0,24.0,,,,,,,
